datetime,demand_mw,temp_c,relative_humidity
2021-01-13 04:00:00,5141.76,6.7,90
2021-01-13 05:00:00,5280.02,6.1,95
2021-01-13 06:00:00,5105.23,6.0,95
2021-01-13 07:00:00,4856.91,6.0,95
2021-01-13 08:00:00,4850.04,7.9,89
2021-01-13 09:00:00,4604.02,10.9,79
2021-01-13 10:00:00,4613.81,13.7,68
2021-01-13 11:00:00,4681.39,15.7,59
2021-01-13 12:00:00,4708.35,17.2,52
2021-01-13 13:00:00,4930.41,18.2,47
2021-01-13 14:00:00,5203.78,18.6,45
2021-01-13 15:00:00,5193.29,18.5,45
2021-01-13 16:00:00,5001.84,17.7,51
2021-01-13 17:00:00,4930.49,13.0,72
2021-01-13 18:00:00,4885.48,11.3,80
2021-01-13 19:00:00,4453.88,10.1,84
2021-01-13 20:00:00,4426.49,9.2,86
2021-01-13 21:00:00,4289.71,8.1,88
2021-01-13 22:00:00,4287.45,8.2,86
2021-01-13 23:00:00,4438.72,10.2,79
2021-01-14 00:00:00,4613.72,9.9,80
2021-01-14 01:00:00,4859.06,9.3,84
2021-01-14 02:00:00,5220.8,7.3,92
2021-01-14 03:00:00,5240.04,6.2,96
2021-01-14 04:00:00,5394.88,5.2,98
2021-01-14 05:00:00,5201.78,5.2,98
2021-01-14 06:00:00,5175.92,4.9,98
2021-01-14 07:00:00,5005.88,4.8,99
2021-01-14 08:00:00,4747.98,8.0,94
2021-01-14 09:00:00,4616.1,11.3,83
2021-01-14 10:00:00,4376.03,14.6,65
2021-01-14 11:00:00,4849.3,16.4,54
2021-01-14 12:00:00,4687.74,17.6,48
2021-01-14 13:00:00,4852.56,18.3,46
2021-01-14 14:00:00,5253.7,18.8,43
2021-01-14 15:00:00,5215.67,18.8,43
2021-01-14 16:00:00,5079.87,18.2,48
2021-01-14 17:00:00,4896.64,15.0,72
2021-01-14 18:00:00,4664.52,12.5,85
2021-01-14 19:00:00,4364.78,11.0,89
2021-01-14 20:00:00,4327.88,9.9,92
2021-01-14 21:00:00,4176.87,9.0,94
2021-01-14 22:00:00,4350.31,9.5,94
2021-01-14 23:00:00,4254.41,10.8,92
2021-01-15 00:00:00,4368.65,10.7,92
2021-01-15 01:00:00,4645.27,10.6,92
2021-01-15 02:00:00,4994.18,9.2,95
2021-01-15 03:00:00,5034.45,8.3,97
2021-01-15 04:00:00,5031.02,8.0,98
2021-01-15 05:00:00,5022.06,9.0,97
2021-01-15 06:00:00,4931.1,8.5,99
2021-01-15 07:00:00,4743.81,8.1,99
2021-01-15 08:00:00,4630.04,8.8,97
2021-01-15 09:00:00,4602.07,10.8,93
2021-01-15 10:00:00,4324.27,14.1,77
2021-01-15 11:00:00,4429.94,16.3,65
2021-01-15 12:00:00,4722.87,17.8,57
2021-01-15 13:00:00,4973.27,18.8,52
2021-01-15 14:00:00,5152.66,19.3,49
2021-01-15 15:00:00,5298.34,19.5,48
2021-01-15 16:00:00,5108.52,19.0,51
2021-01-15 17:00:00,,15.3,74
2021-01-15 18:00:00,4622.23,13.3,84
2021-01-15 19:00:00,4318.43,11.6,90
2021-01-15 20:00:00,4287.29,10.4,92
2021-01-15 21:00:00,4187.25,9.6,93
2021-01-15 22:00:00,4297.23,9.1,93
2021-01-15 23:00:00,4288.1,8.9,93
2021-01-16 00:00:00,4102.52,9.5,91
2021-01-16 01:00:00,4410.1,9.9,90
2021-01-16 02:00:00,4419.92,9.4,92
2021-01-16 03:00:00,4708.43,7.4,95
2021-01-16 04:00:00,4863.47,5.7,99
2021-01-16 05:00:00,4678.62,5.4,99
2021-01-16 06:00:00,4638.07,5.3,99
2021-01-16 07:00:00,4476.9,5.5,99
2021-01-16 08:00:00,4313.75,7.0,96
2021-01-16 09:00:00,4084.38,9.1,96
2021-01-16 10:00:00,4167.45,11.0,91
2021-01-16 11:00:00,4284.81,13.1,82
2021-01-16 12:00:00,4518.85,15.0,70
2021-01-16 13:00:00,4614.63,16.5,60
2021-01-16 14:00:00,4874.36,17.1,55
2021-01-16 15:00:00,4529.84,17.1,55
2021-01-16 16:00:00,4610.9,16.4,58
2021-01-16 17:00:00,4435.08,13.1,80
2021-01-16 18:00:00,4496.82,11.3,87
2021-01-16 19:00:00,3894.19,10.7,90
2021-01-16 20:00:00,3737.44,9.6,93
2021-01-16 21:00:00,3718.66,8.5,95
2021-01-16 22:00:00,3605.31,7.5,97
2021-01-16 23:00:00,3952.49,6.9,98
2021-01-17 00:00:00,4068.92,7.6,100
2021-01-17 01:00:00,4446.77,6.7,100
2021-01-17 02:00:00,4600.57,7.4,100
2021-01-17 03:00:00,4860.27,7.8,99
2021-01-17 04:00:00,4719.65,8.4,95
2021-01-17 05:00:00,4545.6,7.1,97
2021-01-17 06:00:00,4404.27,6.8,99
2021-01-17 07:00:00,4455.33,6.7,98
2021-01-17 08:00:00,4131.22,7.2,97
2021-01-17 09:00:00,4422.4,8.7,92
2021-01-17 10:00:00,4318.3,10.8,85
2021-01-17 11:00:00,4159.05,13.3,75
2021-01-17 12:00:00,4109.83,15.8,66
2021-01-17 13:00:00,4662.61,17.6,57
2021-01-17 14:00:00,4602.86,18.6,53
2021-01-17 15:00:00,4771.09,19.0,53
2021-01-17 16:00:00,4315.52,18.5,56
2021-01-17 17:00:00,4255.43,14.9,67
2021-01-17 18:00:00,4126.39,13.3,73
2021-01-17 19:00:00,3890.51,12.6,79
2021-01-17 20:00:00,3644.86,12.0,84
2021-01-17 21:00:00,3674.66,11.7,89
2021-01-17 22:00:00,3489.04,11.5,91
2021-01-17 23:00:00,3727.94,11.3,92
2021-01-18 00:00:00,4466.54,11.0,93
2021-01-18 01:00:00,4735.72,10.8,94
2021-01-18 02:00:00,4947.51,10.6,94
2021-01-18 03:00:00,4822.58,10.7,94
2021-01-18 04:00:00,4747.25,11.3,91
2021-01-18 05:00:00,5045.4,10.7,94
2021-01-18 06:00:00,4827.31,10.4,96
2021-01-18 07:00:00,4569.37,10.5,96
2021-01-18 08:00:00,4702.07,11.7,92
2021-01-18 09:00:00,4467.7,13.0,88
2021-01-18 10:00:00,4627.34,14.4,85
2021-01-18 11:00:00,4627.78,15.4,82
2021-01-18 12:00:00,5058.25,16.5,77
2021-01-18 13:00:00,5211.41,17.5,72
2021-01-18 14:00:00,5087.36,18.0,68
2021-01-18 15:00:00,5239.76,18.2,65
2021-01-18 16:00:00,5084.92,17.8,66
2021-01-18 17:00:00,4958.05,15.8,79
2021-01-18 18:00:00,4447.74,14.6,85
2021-01-18 19:00:00,4425.99,13.4,91
2021-01-18 20:00:00,4251.94,13.4,91
2021-01-18 21:00:00,3834.67,12.7,91
2021-01-18 22:00:00,3958.89,11.8,92
2021-01-18 23:00:00,3983.88,11.6,93
2021-01-19 00:00:00,4414.62,11.1,94
2021-01-19 01:00:00,4731.8,11.3,93
2021-01-19 02:00:00,4924.87,12.7,89
2021-01-19 03:00:00,4990.68,10.3,95
2021-01-19 04:00:00,5197.73,10.1,96
2021-01-19 05:00:00,4715.41,10.9,96
2021-01-19 06:00:00,4565.97,10.7,97
2021-01-19 07:00:00,4653.15,10.5,97
2021-01-19 08:00:00,4562.64,11.7,94
2021-01-19 09:00:00,4395.33,14.1,87
2021-01-19 10:00:00,4176.84,16.4,81
2021-01-19 11:00:00,4590.65,18.2,75
2021-01-19 12:00:00,4655.05,19.5,69
2021-01-19 13:00:00,5081.75,20.5,64
2021-01-19 14:00:00,5161.85,21.0,61
2021-01-19 15:00:00,5011.01,20.9,61
2021-01-19 16:00:00,4946.44,20.2,64
2021-01-19 17:00:00,4662.26,17.4,77
2021-01-19 18:00:00,4515.88,15.6,87
2021-01-19 19:00:00,4392.3,14.8,90
2021-01-19 20:00:00,3972.71,14.1,92
2021-01-19 21:00:00,4060.25,13.6,93
2021-01-19 22:00:00,3957.27,13.3,94
2021-01-19 23:00:00,4057.76,13.0,95
2021-01-20 00:00:00,4345.71,12.7,95
2021-01-20 01:00:00,4466.16,12.3,95
2021-01-20 02:00:00,4722.41,11.9,95
2021-01-20 03:00:00,4763.22,11.6,95
2021-01-20 04:00:00,5174.09,11.2,95
2021-01-20 05:00:00,4903.43,10.6,96
2021-01-20 06:00:00,4710.66,10.3,96
2021-01-20 07:00:00,4709.91,10.1,96
2021-01-20 08:00:00,4526.4,11.3,94
2021-01-20 09:00:00,4413.02,13.3,87
2021-01-20 10:00:00,4514.5,15.5,79
2021-01-20 11:00:00,4692.87,17.4,72
2021-01-20 12:00:00,4748.56,18.8,65
2021-01-20 13:00:00,4932.92,19.6,61
2021-01-20 14:00:00,5085.48,20.1,59
2021-01-20 15:00:00,4848.2,20.0,58
2021-01-20 16:00:00,4826.91,19.3,62
2021-01-20 17:00:00,4954.02,16.7,75
2021-01-20 18:00:00,4749.01,14.9,83
2021-01-20 19:00:00,4280.48,14.1,86
2021-01-20 20:00:00,4190.3,13.5,88
2021-01-20 21:00:00,4073.72,12.9,89
2021-01-20 22:00:00,4443.96,12.3,90
2021-01-20 23:00:00,4352.94,11.8,91
2021-01-21 00:00:00,4421.35,11.3,91
2021-01-21 01:00:00,4549.57,11.0,92
2021-01-21 02:00:00,4659.5,10.8,92
2021-01-21 03:00:00,4989.71,10.6,92
2021-01-21 04:00:00,4900.85,10.3,92
2021-01-21 05:00:00,4789.05,9.6,93
2021-01-21 06:00:00,4765.9,9.5,94
2021-01-21 07:00:00,4603.62,9.3,94
2021-01-21 08:00:00,4777.73,10.7,89
2021-01-21 09:00:00,4566.74,12.9,80
2021-01-21 10:00:00,4452.01,15.2,69
2021-01-21 11:00:00,4780.19,17.3,59
2021-01-21 12:00:00,4822.13,18.9,52
2021-01-21 13:00:00,4899.29,19.9,48
2021-01-21 14:00:00,5301.89,20.5,45
2021-01-21 15:00:00,5189.72,20.4,45
2021-01-21 16:00:00,4884.89,19.6,50
2021-01-21 17:00:00,4767.78,16.4,67
2021-01-21 18:00:00,4455.88,14.7,73
2021-01-21 19:00:00,4149.85,14.0,73
2021-01-21 20:00:00,4248.19,13.2,75
2021-01-21 21:00:00,4314.81,12.0,79
2021-01-21 22:00:00,4015.68,10.4,85
2021-01-21 23:00:00,4409.53,9.7,87
2021-01-22 00:00:00,4478.13,9.3,85
2021-01-22 01:00:00,4629.76,10.6,81
2021-01-22 02:00:00,4817.25,10.2,84
2021-01-22 03:00:00,4958.99,9.0,89
2021-01-22 04:00:00,5165.48,7.6,94
2021-01-22 05:00:00,4998.8,7.4,96
2021-01-22 06:00:00,4970.17,8.0,95
2021-01-22 07:00:00,4803.0,8.1,96
2021-01-22 08:00:00,4564.91,10.4,90
2021-01-22 09:00:00,4316.69,13.6,78
2021-01-22 10:00:00,4357.6,16.4,67
2021-01-22 11:00:00,4693.87,18.5,55
2021-01-22 12:00:00,4873.58,20.0,48
2021-01-22 13:00:00,4885.97,20.8,45
2021-01-22 14:00:00,5131.66,21.2,44
2021-01-22 15:00:00,5215.85,21.0,46
2021-01-22 16:00:00,4809.66,20.2,50
2021-01-22 17:00:00,4856.45,16.3,67
2021-01-22 18:00:00,4504.97,14.2,77
2021-01-22 19:00:00,4424.89,13.2,81
2021-01-22 20:00:00,4093.91,12.3,85
2021-01-22 21:00:00,3892.1,11.6,88
2021-01-22 22:00:00,3947.88,11.1,90
2021-01-22 23:00:00,4277.01,10.9,91
2021-01-23 00:00:00,3998.04,10.8,91
2021-01-23 01:00:00,4068.6,10.8,91
2021-01-23 02:00:00,4436.01,10.7,92
2021-01-23 03:00:00,4278.97,10.4,92
2021-01-23 04:00:00,4490.89,10.2,92
2021-01-23 05:00:00,4352.51,9.0,93
2021-01-23 06:00:00,4303.49,8.9,93
2021-01-23 07:00:00,4265.07,8.9,94
2021-01-23 08:00:00,3967.42,10.8,86
2021-01-23 09:00:00,3890.17,13.4,76
2021-01-23 10:00:00,4050.4,15.9,68
2021-01-23 11:00:00,4034.62,17.9,61
2021-01-23 12:00:00,4414.38,19.4,57
2021-01-23 13:00:00,4368.34,20.4,54
2021-01-23 14:00:00,4683.94,21.0,53
2021-01-23 15:00:00,4799.29,21.0,54
2021-01-23 16:00:00,4214.01,20.5,56
2021-01-23 17:00:00,4196.24,17.5,66
2021-01-23 18:00:00,4085.71,15.9,71
2021-01-23 19:00:00,3751.51,14.9,76
2021-01-23 20:00:00,3642.84,14.0,80
2021-01-23 21:00:00,3434.82,13.5,81
2021-01-23 22:00:00,3528.69,13.4,81
2021-01-23 23:00:00,3647.26,12.8,83
2021-01-24 00:00:00,4033.75,12.1,87
2021-01-24 01:00:00,4173.65,11.4,90
2021-01-24 02:00:00,4371.49,11.2,92
2021-01-24 03:00:00,4417.74,10.6,93
2021-01-24 04:00:00,4477.11,9.6,95
2021-01-24 05:00:00,4379.49,10.1,96
2021-01-24 06:00:00,4374.46,9.8,97
2021-01-24 07:00:00,4166.42,9.6,98
2021-01-24 08:00:00,4088.65,11.1,95
2021-01-24 09:00:00,4185.99,13.4,87
2021-01-24 10:00:00,4047.84,15.5,79
2021-01-24 11:00:00,4065.35,17.3,72
2021-01-24 12:00:00,4458.87,18.5,62
2021-01-24 13:00:00,4455.56,19.0,54
2021-01-24 14:00:00,4376.42,19.2,47
2021-01-24 15:00:00,4505.96,18.9,44
2021-01-24 16:00:00,4286.74,18.1,48
2021-01-24 17:00:00,4273.13,15.3,67
2021-01-24 18:00:00,4147.89,13.0,74
2021-01-24 19:00:00,4128.72,11.9,75
2021-01-24 20:00:00,3793.42,11.1,79
2021-01-24 21:00:00,3665.06,10.2,83
2021-01-24 22:00:00,3839.09,9.5,86
2021-01-24 23:00:00,3621.46,9.0,88
2021-01-25 00:00:00,4623.55,8.7,90
2021-01-25 01:00:00,4916.85,8.4,91
2021-01-25 02:00:00,4855.03,7.9,91
2021-01-25 03:00:00,5309.58,7.3,92
2021-01-25 04:00:00,5273.77,6.5,94
